016005bd6789e63493f5161817197476	0x0_0_19
054d40f5781b87299256d9e6f96499b8	0x73_0_19
096d67a263589ac297a016ae0cf19c48	0x0
0b87083ee3bd2ed1728dbb39b9ef01d8	0x0
0bed88dbf4336f7e91f2b351671f8dc4	0x73_0_19
0cbe9097a5e1f1b0d53d6bfe1bc18a33	0x0
0f0a22cf9fbd7e24ba286d09b59995e3	0x0_0_19
1210eb7f0fad9e70bdf24f219a8e945f	0xd
17a3d5117823fc6f632ebeebd8e22a96	0x0
180e2da5243bfec6eaa222dbe5a8f0e5	0x73_0_19
1abe7ef30f96b655ac9f611bec36828c	0x0_0_19
1e0e202b00aec7a02f4daca4da14c6ba	0x73_0_19
1e8a9e0273af0b3aa7425ca6459ad543	0x3
1f154c7c41e948c8e59c8d4a09d8758f	0x0_0_19
210592f0e4c8c0840f343c0e755cab55	0x3
22099720fb14da63598506147b58062f	0x0
25cadf7901fef8a9e935eb5975737894	0x0_0_19
26699130ec5b350d7f95f1b7611c0e1e	0x8
2957bded73a18664a0d8d76804b9face	0x1_0_19
2a1b10e302bb683c17f1750c194cda61	0x5
2b54de5196f0c11882668e5c486eaa4a	0x360894a13ba1a3210667c828492db98dca3e2076cc3735a920a3ca505d382bbc
2d6cd63a0dc546ce56c2397073c5a874	0x0
2da597ffd82fe1706ccaaef01759fd38	0x73_0_19
2db3f98ec7977e170d4ec1783e5429ac	0x0
2e2f9a539bef0dadd63a0435afbd6f59	0x7
30f148e9b065554ea3ffb546eaba55e7	0x0_0_19
36417d2392cb9ffe678e9c4607917fff	0x1
370dc6337327eb264835ec7b93466954	0x0_0_19
396236d9aad6a20227968b47ea642da6	0x0
398706d1eaa9848d662f44d56c913292	0x0
3adf233c1b091cf6cf6e1fdd917b3039	0x0_0_19
3c435995d44aa45e22ec81d4c8af40d8	0x0
40486d24be7b8b36639767c43f9670cc	0x0_0_19
40960ead4bc1c952b74f5386e005557e	0x0_0_19
4243c37362f6b3a0c30d76184dee6b87	0x0
450c32689615506d8c040479438820d3	0x0
4605af19fa57c917ab59591d07c074f3	0x2
49060686087790724515598a949164bd	0x0_0_19
49644a38dd8dca5a3ef67d4ecf17dbdb	0x1_0_19
4a3f625431a2f411d154473b119ba40b	0x0_0_19
4b1f34e1be3376fec7fceedc2b887d0e	0x73_0_19
4e1e490d48e25c1b83a33e5ca206c37f	0x0
4e878d40561b424d562b2ff8a9fe2977	0xa_0_19
550717c5f033425659ae03df438fa884	0x1_0_19
56c5939a1c44ae8905d65c76d86b6962	0x0_0_19
58898ccc3888cf31d4a5d24e1a593f3c	0x73_0_19
58bcf569f972d0779026f3bd92be4e22	0x0
5aa041e8bab90ceddef274662dc93e6a	0x0
5b359e7e1a547102afbe7a44781658b0	0x0_0_19
5b4ea153a8a6dd2400c7cc8f276a429b	0x0
5d5e01e10ab04dfd78a04a9107eebfca	0x0
605a4f903f46eb5578bac2363473e682	0x3_0_19
6483dfde564153efefb2b02f573f6716	0x0
648f0cfd9b4eab53d95b74c3b4d3c415	0x5
6638c2ec1226ca55415bb534abe30f48	0x0_0_19
6926075f0548914b497a418c2b8cec30	0x73_0_19
69d76ae255e83064cee77395bf88c845	0x73_0_19
6e04283eec66bab3dccd712393146d80	0x0
6e0fa3dbfefa43e274f02f62bfc6a2b1	0x0_0_19
70b15b3a938708ec1811347cf0a30ea0	0x0
70c48c461dc0f56df868531ece87c1d5	0x1
71787c716838615d9cb0ab23c6dab3ee	0x0
748a46396a8f4a3679ab0cec5596b5c2	0x0_20_20
75c87f71be9a9f48c9b0aaaef0434d1e	0x73_0_19
77c1c2a36db83c719b951cc84795a0f0	0x73_0_19
796bae99128ee2badd9225480a9b0632	0x73_0_19
799ce40702775e7d0db956f2d0ea5f3a	0x8
79c74983ecff548e00a293bab67eafff	0x0_0_19
7c39642ab12873ea712881a9bec2ed09	0x0_0_19
7dc8daabcd3c89b59129ebb92c91fae9	0x0_0_19
7dedcc2ea6d6c7cc60feb1aa7c7c0c8f	0x0
7e12c05f8e63abaa9f0f5bea9c029d49	0x0_20_20
7f1f41248078c578e523f6e3bc0d66dd	0x0
827e5fd81008ba9eceb869aaff4caacc	0x73_0_19
847dc7c10bbc31f4741bdf47fc41af7a	0x0
870b16734cb4f68f48b96d99363a57d3	0x17
87bc76441695ffc793428132345c9966	0x73_0_19
89fe482a9130ea9b45fe3ddd50efff1a	0x3_0_19
8b853d12e214cda44708ae835dd7d6d9	0x5
9222d2d2f65a72606bd20598e78e392d	0x8
927231ae886b24b0ee834b0d2469bbdf	0x0
990e2f150aa2ac3bdd0aa8470ec6ca10	0x2
9a52ecca79ad3e190cf8822a0ca3706e	0x1
9b567840a48ab8366f2f8bb15e21b626	0x0_0_19
9ba3ade1f43975b361259ac65922ba22	0x0
9bd6a8dcfa73afde9c4d658f391785a3	0x0
9c791879fd16388bac191c54245ec00b	0x3
9d00f1cc8b5134ed2d91ecb3ac416696	0x8
9e9f7d3571fced22ebeb889cef0553a4	0x0
a04a7f9806c7be983e98b7fab0c487b9	0x0_0_19
a1dc87024a134cbd1472e00344c1f0c4	0x0_0_19
a4c7e42a32a591274b9b162d9857e4d1	0x73_0_19
a513b450aff4333320d3b9bc778755b6	0x3
b15bb38de7410a90d0997384bc918bb4	0x0_0_19
b232bdc1c0fd7d6e70255b3f09eea0ad	0x1
b66e865ac9a07096f54ad6ac66ebec6b	0x73_0_19
bc06c036e6d10b24ad7e44bc6d068623	0x0_0_19
be4ddba0d71cb7411db237d79e31959a	0x0
be5644f03238f3f12b9ebf07e3227759	0x73_0_19
bf5a8f32393986d49b3fab0aec27e927	0x0
c1362398e03e43939fa4feac25cd8ab8	0x0_0_19
c73a832b6035cbe00f83f9002f46c3dd	0x0
cc96d431de1897916c7edf1d3cc0b2b5	0x5
ce549b7a684a75876ef0f26a91487f17	0x2
cea8b0deeebd46cd90b42ce3b36be0e0	0x0
cff5f41d7484c40353c9a72ab1965ced	0x8
d163c57d0500cf9398b823206db0475a	0x0
d1bf6987f7d1e8031ac9af8e2d57faad	0x0
d44250a9ab50fd9cb42aa69fa4d68339	0xd
d564cb440883ec8820bd9ce1af98fea1	0x360894a13ba1a3210667c828492db98dca3e2076cc3735a920a3ca505d382bbc
d5e230e1817b4a6ca410d8e32562080b	0x1_20_20
d6ae4eca78e4e651d3a44b2a42758e06	0x0_20_20
d86cbe3bed2e56727909fd957c17e8bc	0x0
d900b449fd0d2ae817b7931dd569bbc4	0x0
d9b63490ba4e0b25de5dcff879c7454f	0x0
da138ed7c65a408d209e842542e03be8	0x73_0_19
dcffaca3990a7c321a34e7e50bc2619e	0x2
e323a5fd86f3c037d6fb49b2dda2e52d	0x0_0_19
e3f8491572a3a37ef581c9055965a09b	0x3
e4cc5e53e88878026035d14c105016c6	0x4_0_19
e8aefba36c95cac0793d2d93916e0838	0x8
edb94470e6b22d7d36e25dcea87d1ef5	0x0_0_19
eed6816001d4cde7667480d85f89f538	0x0
f4cf076805347a40ccb1b41c49dc819f	0x5
f68f300d63811d69e5ab7ca863d0b8bc	0x1
f7afd3dba4e27de366498660fe97f262	0x0_0_19
f838b782c6cc235be4ba6d1d272b298f	0x0
f96d354b6058740b3b045a88d1ce5f1f	0x0_0_19
fbac93c28a5ddd56ac5dc2685ce1f6c5	0x0
fc3ea69a1512038c7a191af50be3394a	0x0
fd12b3393b9e2d8faa722e7a3103a0c1	0x0
